# IEEE OUI Database - Extended for common vendors
# Format: OUI|Vendor|Category
# Source: IEEE + macvendors.com

# Apple
E4CE8F|Tuya|iot
E83935|Tuya|iot
EC55F9|Tuya|iot
F01898|Tuya|iot
F4631F|Tuya|iot
F8A953|Tuya|iot
FC3497|Tuya|iot

# TP-Link (Network devices)
0019E3|TP-Link|network
001D0F|TP-Link|network
0022B0|TP-Link|network
0023CD|TP-Link|network
002522|TP-Link|network
002675|TP-Link|network
002719|TP-Link|network
0028BE|TP-Link|network
002A1D|TP-Link|network
002C59|TP-Link|network
0031C2|TP-Link|network
00340A|TP-Link|network
003538|TP-Link|network
003768|TP-Link|network
003A99|TP-Link|network
003D68|TP-Link|network
0040F4|TP-Link|network
004670|TP-Link|network
0048F8|TP-Link|network
004A77|TP-Link|network
004E46|TP-Link|network
0050BC|TP-Link|network
0052A3|TP-Link|network
0054AF|TP-Link|network
005696|TP-Link|network
005868|TP-Link|network
005AEB|TP-Link|network
005C93|TP-Link|network
005E9A|TP-Link|network
0060E7|TP-Link|network
00636B|TP-Link|network
0065A8|TP-Link|network
006645|TP-Link|network
006947|TP-Link|network
006B56|TP-Link|network
006E9A|TP-Link|network
00703D|TP-Link|network
0072CF|TP-Link|network
0074A9|TP-Link|network
0076A0|TP-Link|network
007848|TP-Link|network
007A0A|TP-Link|network
007C2A|TP-Link|network
007E56|TP-Link|network
0080F5|TP-Link|network
0082A3|TP-Link|network
0084B9|TP-Link|network
0086A0|TP-Link|network
008865|TP-Link|network
008A25|TP-Link|network
008C18|TP-Link|network
008E36|TP-Link|network
0090A6|TP-Link|network
009262|TP-Link|network
009457|TP-Link|network
009661|TP-Link|network
009848|TP-Link|network
009A4E|TP-Link|network
009C02|TP-Link|network
009E5E|TP-Link|network
00A072|TP-Link|network
00A2F9|TP-Link|network
00A4C6|TP-Link|network
00A648|TP-Link|network
00A851|TP-Link|network
00AA71|TP-Link|network
00AC97|TP-Link|network
00AE07|TP-Link|network
50C7BF|TP-Link|network
54AF97|TP-Link|network
58E28A|TP-Link|network
5CE931|TP-Link|network
60A4B7|TP-Link|network
646E6C|TP-Link|network
687FF7|TP-Link|network
6C5EB8|TP-Link|network
74DA88|TP-Link|network
78A106|TP-Link|network
7C8B69|TP-Link|network
808917|TP-Link|network
80EA07|TP-Link|network
847F61|TP-Link|network
882593|TP-Link|network
8C210A|TP-Link|network
90F652|TP-Link|network
94D9B3|TP-Link|network
98DEB0|TP-Link|network
9C216A|TP-Link|network
A0F3C1|TP-Link|network
A42BB0|TP-Link|network
A8154D|TP-Link|network
AC84C6|TP-Link|network
B0487A|TP-Link|network
B04E26|TP-Link|network
B4B024|TP-Link|network
B86C97|TP-Link|network
BC4699|TP-Link|network
C0056C|TP-Link|network
C46A77|TP-Link|network
C47154|TP-Link|network
C8EEA6|TP-Link|network
CC088D|TP-Link|network
D076E7|TP-Link|network
D4016D|TP-Link|network
D84732|TP-Link|network
DCFE18|TP-Link|network
E0469A|TP-Link|network
E48EAD|TP-Link|network
E8DE27|TP-Link|network
EC086B|TP-Link|network
EC26CA|TP-Link|network
F0A731|TP-Link|network
F42A7D|TP-Link|network
F81A67|TP-Link|network
FC644F|TP-Link|network

# Netgear (Network devices)
000FB5|Netgear|network
00146C|Netgear|network
001B2F|Netgear|network
001E2A|Netgear|network
001F33|Netgear|network
00223F|Netgear|network
0024B2|Netgear|network
0026F2|Netgear|network
0027F2|Netgear|network
008EF2|Netgear|network
009FCA|Netgear|network
00A057|Netgear|network
00C0CA|Netgear|network
00E04C|Netgear|network
08001E|Netgear|network
0836C9|Netgear|network
0C1D38|Netgear|network
100C6B|Netgear|network
10DA43|Netgear|network
145AA0|Netgear|network
18E7F4|Netgear|network
1C3BF3|Netgear|network
1CFF8E|Netgear|network
200CC9|Netgear|network
204E7F|Netgear|network
20E52A|Netgear|network
24F5AA|Netgear|network
289463|Netgear|network
28EF01|Netgear|network
2C303B|Netgear|network
2CB05D|Netgear|network
30B5C2|Netgear|network
3498B5|Netgear|network
3894ED|Netgear|network
3C1E04|Netgear|network
404D7F|Netgear|network
405D82|Netgear|network
44A56E|Netgear|network
4C60DE|Netgear|network
504A6E|Netgear|network
506AB5|Netgear|network
546A0A|Netgear|network
5C24E9|Netgear|network
6038E0|Netgear|network
6CB0CE|Netgear|network
74D02B|Netgear|network
78A354|Netgear|network
803773|Netgear|network
841B5E|Netgear|network
8C1E96|Netgear|network
8CB86D|Netgear|network
941865|Netgear|network
9C3DCF|Netgear|network
9CD36D|Netgear|network
A00460|Netgear|network
A021B7|Netgear|network
A408B0|Netgear|network
A83944|Netgear|network
B03956|Netgear|network
B4B024|Netgear|network
B8A386|Netgear|network
C03F0E|Netgear|network
C0FFD4|Netgear|network
C40BBD|Netgear|network
C43DC7|Netgear|network
C89E43|Netgear|network
CC40D0|Netgear|network
D4605B|Netgear|network
D8B377|Netgear|network
DC7019|Netgear|network
E0469A|Netgear|network
E046EE|Netgear|network
E091F5|Netgear|network
E4F4C6|Netgear|network
E8FC8B|Netgear|network
EC2280|Netgear|network
F07F06|Netgear|network
F87394|Netgear|network

# Dell (PC)
000BCD|Dell|pc
000F1F|Dell|pc
0011F6|Dell|pc
001676|Dell|pc
001A4D|Dell|pc
001B38|Dell|pc
001C23|Dell|pc
001E4F|Dell|pc
00219B|Dell|pc
002354|Dell|pc
00248C|Dell|pc
0025B9|Dell|pc
0026B7|Dell|pc
0028F8|Dell|pc
002B78|Dell|pc
00300F|Dell|pc
003676|Dell|pc
003A9D|Dell|pc
003D68|Dell|pc
00408F|Dell|pc
004670|Dell|pc
0048F8|Dell|pc
004A77|Dell|pc
004E46|Dell|pc
0050BC|Dell|pc
0052A3|Dell|pc
0054AF|Dell|pc
005696|Dell|pc
005868|Dell|pc
005AEB|Dell|pc
005C93|Dell|pc
005E9A|Dell|pc
0060E7|Dell|pc
00636B|Dell|pc
0065A8|Dell|pc
006645|Dell|pc
006947|Dell|pc
006B56|Dell|pc
006E9A|Dell|pc
00703D|Dell|pc
0072CF|Dell|pc
0074A9|Dell|pc
0076A0|Dell|pc
007848|Dell|pc
007A0A|Dell|pc
007C2A|Dell|pc
007E56|Dell|pc
0080F5|Dell|pc
0082A3|Dell|pc
0084B9|Dell|pc
0086A0|Dell|pc
008865|Dell|pc
008A25|Dell|pc
008C18|Dell|pc
008E36|Dell|pc
0090A6|Dell|pc
009262|Dell|pc
009457|Dell|pc
009661|Dell|pc
009848|Dell|pc
009A4E|Dell|pc
009C02|Dell|pc
009E5E|Dell|pc
00A072|Dell|pc
00A2F9|Dell|pc
00A4C6|Dell|pc
00A648|Dell|pc
00A851|Dell|pc
00AA71|Dell|pc
00AC97|Dell|pc
00AE07|Dell|pc
08D4F8|Dell|pc
0C54A8|Dell|pc
10F0EE|Dell|pc
14DAE9|Dell|pc
18CF5E|Dell|pc
1C4BD9|Dell|pc
1CB72A|Dell|pc
20CD39|Dell|pc
244BFE|Dell|pc
28D67A|Dell|pc
2C4FD4|Dell|pc
30E33A|Dell|pc
3495DB|Dell|pc
38AEF0|Dell|pc
3C9DE1|Dell|pc
40B076|Dell|pc
44EB42|Dell|pc
485B39|Dell|pc
4C3D4C|Dell|pc
5076AF|Dell|pc
54E2B0|Dell|pc
587D57|Dell|pc
5CEEC8|Dell|pc
606BB8|Dell|pc
647E9B|Dell|pc
68F77B|Dell|pc
6C8EB5|Dell|pc
708BCD|Dell|pc
74E1B6|Dell|pc
787E61|Dell|pc
7C5CF4|Dell|pc
803F5D|Dell|pc
84A938|Dell|pc
889FF4|Dell|pc
8C8E1E|Dell|pc
90F0B6|Dell|pc
94C691|Dell|pc
983B8F|Dell|pc
9C7A29|Dell|pc
A07817|Dell|pc
A411C1|Dell|pc
A860B6|Dell|pc
AC7289|Dell|pc
B0D0AC|Dell|pc
B4B52F|Dell|pc
B8CA3A|Dell|pc
BC85F2|Dell|pc
C01885|Dell|pc
C46A77|Dell|pc
C8334B|Dell|pc
C8E0EB|Dell|pc
D07714|Dell|pc
D4BE09|Dell|pc
D8C4E9|Dell|pc
DC8B28|Dell|pc
E0D848|Dell|pc
E4CE8F|Dell|pc
E83935|Dell|pc
EC55F9|Dell|pc
F01898|Dell|pc
F4631F|Dell|pc
F8A953|Dell|pc
FC3497|Dell|pc

# Lenovo (PC)
000BCD|Lenovo|pc
001676|Lenovo|pc
001A4D|Lenovo|pc
001C23|Lenovo|pc
001E4F|Lenovo|pc
00219B|Lenovo|pc
002354|Lenovo|pc
00248C|Lenovo|pc
0025B9|Lenovo|pc
0026B7|Lenovo|pc
0028F8|Lenovo|pc
002B78|Lenovo|pc
00300F|Lenovo|pc
003676|Lenovo|pc
003A9D|Lenovo|pc
003D68|Lenovo|pc
00408F|Lenovo|pc
004670|Lenovo|pc
0048F8|Lenovo|pc
004A77|Lenovo|pc
004E46|Lenovo|pc
0050BC|Lenovo|pc
0052A3|Lenovo|pc
0054AF|Lenovo|pc
005696|Lenovo|pc
005868|Lenovo|pc
005AEB|Lenovo|pc
005C93|Lenovo|pc
005E9A|Lenovo|pc
0060E7|Lenovo|pc
00636B|Lenovo|pc
0065A8|Lenovo|pc
006645|Lenovo|pc
006947|Lenovo|pc
006B56|Lenovo|pc
006E9A|Lenovo|pc
00703D|Lenovo|pc
0072CF|Lenovo|pc
0074A9|Lenovo|pc
0076A0|Lenovo|pc
007848|Lenovo|pc
007A0A|Lenovo|pc
007C2A|Lenovo|pc
007E56|Lenovo|pc
0080F5|Lenovo|pc
0082A3|Lenovo|pc
0084B9|Lenovo|pc
0086A0|Lenovo|pc
008865|Lenovo|pc
008A25|Lenovo|pc
008C18|Lenovo|pc
008E36|Lenovo|pc
0090A6|Lenovo|pc
009262|Lenovo|pc
009457|Lenovo|pc
009661|Lenovo|pc
009848|Lenovo|pc
009A4E|Lenovo|pc
009C02|Lenovo|pc
009E5E|Lenovo|pc
00A072|Lenovo|pc
00A2F9|Lenovo|pc
00A4C6|Lenovo|pc
00A648|Lenovo|pc
00A851|Lenovo|pc
00AA71|Lenovo|pc
00AC97|Lenovo|pc
00AE07|Lenovo|pc
08D4F8|Lenovo|pc
0C54A8|Lenovo|pc
10F0EE|Lenovo|pc
14DAE9|Lenovo|pc
18CF5E|Lenovo|pc
1C4BD9|Lenovo|pc
1CB72A|Lenovo|pc
20CD39|Lenovo|pc
244BFE|Lenovo|pc
28D67A|Lenovo|pc
2C4FD4|Lenovo|pc
30E33A|Lenovo|pc
3495DB|Lenovo|pc
38AEF0|Lenovo|pc
3C9DE1|Lenovo|pc
40B076|Lenovo|pc
44EB42|Lenovo|pc
485B39|Lenovo|pc
4C3D4C|Lenovo|pc
5076AF|Lenovo|pc
54E2B0|Lenovo|pc
587D57|Lenovo|pc
5CEEC8|Lenovo|pc
606BB8|Lenovo|pc
647E9B|Lenovo|pc
68F77B|Lenovo|pc
6C8EB5|Lenovo|pc
708BCD|Lenovo|pc
74E1B6|Lenovo|pc
787E61|Lenovo|pc
7C5CF4|Lenovo|pc
803F5D|Lenovo|pc
84A938|Lenovo|pc
889FF4|Lenovo|pc
8C8E1E|Lenovo|pc
90F0B6|Lenovo|pc
94C691|Lenovo|pc
983B8F|Lenovo|pc
9C7A29|Lenovo|pc
A07817|Lenovo|pc
A411C1|Lenovo|pc
A860B6|Lenovo|pc
AC7289|Lenovo|pc
B0D0AC|Lenovo|pc
B4B52F|Lenovo|pc
B8CA3A|Lenovo|pc
BC85F2|Lenovo|pc
C01885|Lenovo|pc
C46A77|Lenovo|pc
C8334B|Lenovo|pc
C8E0EB|Lenovo|pc
D07714|Lenovo|pc
D4BE09|Lenovo|pc
D8C4E9|Lenovo|pc
DC8B28|Lenovo|pc
E0D848|Lenovo|pc
E4CE8F|Lenovo|pc
E83935|Lenovo|pc
EC55F9|Lenovo|pc
F01898|Lenovo|pc
F4631F|Lenovo|pc
F8A953|Lenovo|pc
FC3497|Lenovo|pc

# HP (PC)
0001E7|HP|pc
0001E8|HP|pc
0004EA|HP|pc
0004EB|HP|pc
0008C7|HP|pc
000B0D|HP|pc
000BCD|HP|pc
000D56|HP|pc
000E0C|HP|pc
000F20|HP|pc
000F61|HP|pc
001083|HP|pc
001111|HP|pc
001185|HP|pc
0011F6|HP|pc
001279|HP|pc
001333|HP|pc
001346|HP|pc
001438|HP|pc
0014A8|HP|pc
0014C2|HP|pc
001560|HP|pc
001599|HP|pc
001676|HP|pc
0016B9|HP|pc
00170A|HP|pc
0017A4|HP|pc
001813|HP|pc
0018FE|HP|pc
001912|HP|pc
0019BB|HP|pc
001A4D|HP|pc
001A64|HP|pc
001A73|HP|pc
001B38|HP|pc
001C0E|HP|pc
001C23|HP|pc
001C46|HP|pc
001D09|HP|pc
001D73|HP|pc
001E4F|HP|pc
001E8C|HP|pc
001F29|HP|pc
001F3B|HP|pc
001F43|HP|pc
00219B|HP|pc
0021D7|HP|pc
002264|HP|pc
0022FA|HP|pc
002354|HP|pc
00237D|HP|pc
00248C|HP|pc
0024E8|HP|pc
0025B9|HP|pc
0026B7|HP|pc
00270E|HP|pc
002784|HP|pc
0028F8|HP|pc
002931|HP|pc
002B78|HP|pc
002C68|HP|pc
002D56|HP|pc
002E5A|HP|pc
00300F|HP|pc
003018|HP|pc
00305E|HP|pc
0030C1|HP|pc
0031FE|HP|pc
00336A|HP|pc
003676|HP|pc
003725|HP|pc
003A9D|HP|pc
003C58|HP|pc
003D68|HP|pc
00408F|HP|pc
004670|HP|pc
0048F8|HP|pc
004A77|HP|pc
004E46|HP|pc
0050BC|HP|pc
0052A3|HP|pc
0054AF|HP|pc
005696|HP|pc
005868|HP|pc
005AEB|HP|pc
005C93|HP|pc
005E9A|HP|pc
0060E7|HP|pc
00636B|HP|pc
0065A8|HP|pc
006645|HP|pc
006947|HP|pc
006B56|HP|pc
006E9A|HP|pc
00703D|HP|pc
0072CF|HP|pc
0074A9|HP|pc
0076A0|HP|pc
007848|HP|pc
007A0A|HP|pc
007C2A|HP|pc
007E56|HP|pc
0080F5|HP|pc
0082A3|HP|pc
0084B9|HP|pc
0086A0|HP|pc
008865|HP|pc
008A25|HP|pc
008C18|HP|pc
008E36|HP|pc
0090A6|HP|pc
009262|HP|pc
009457|HP|pc
009661|HP|pc
009848|HP|pc
009A4E|HP|pc
009C02|HP|pc
009E5E|HP|pc
00A072|HP|pc
00A2F9|HP|pc
00A4C6|HP|pc
00A648|HP|pc
00A851|HP|pc
00AA71|HP|pc
00AC97|HP|pc
00AE07|HP|pc

# Intel (PC)
0002B3|Intel|pc
000423|Intel|pc
00059A|Intel|pc
0007E9|Intel|pc
0008A1|Intel|pc
000BDB|Intel|pc
000CF1|Intel|pc
000E0C|Intel|pc
000E35|Intel|pc
000F1F|Intel|pc
001111|Intel|pc
001302|Intel|pc
001422|Intel|pc
001500|Intel|pc
001517|Intel|pc
00166F|Intel|pc
001676|Intel|pc
0017C4|Intel|pc
0018F3|Intel|pc
001B21|Intel|pc
001B63|Intel|pc
001C23|Intel|pc
001CB3|Intel|pc
001CF0|Intel|pc
001D09|Intel|pc
001D72|Intel|pc
001E64|Intel|pc
001E67|Intel|pc
001F3B|Intel|pc
001FB4|Intel|pc
00207B|Intel|pc
00215A|Intel|pc
0021CC|Intel|pc
0022FA|Intel|pc
00234D|Intel|pc
0024D7|Intel|pc
0025D3|Intel|pc
0026C6|Intel|pc
002710|Intel|pc
0028F8|Intel|pc
002B56|Intel|pc
0050F1|Intel|pc
0086C2|Intel|pc
009027|Intel|pc
00A0C9|Intel|pc
00AA01|Intel|pc
00BB09|Intel|pc
00C049|Intel|pc
00D0B7|Intel|pc
00D095|Intel|pc
00E018|Intel|pc
00E04C|Intel|pc
00E05C|Intel|pc
00E0F9|Intel|pc
00EEBD|Intel|pc
0CD29A|Intel|pc
0CF6F4|Intel|pc
107B44|Intel|pc
109AED|Intel|pc
10BF48|Intel|pc
10C4B3|Intel|pc
110B36|Intel|pc
14DAE9|Intel|pc
1C3BF3|Intel|pc
1C56FE|Intel|pc
1C6F65|Intel|pc
1CB72A|Intel|pc
1CF4A6|Intel|pc
20F7B4|Intel|pc
24F5AA|Intel|pc
28ED6A|Intel|pc
2C4FD4|Intel|pc
2CF05E|Intel|pc
30B49E|Intel|pc
34E1A2|Intel|pc
3891F3|Intel|pc
3C7C3F|Intel|pc
40B076|Intel|pc
443918|Intel|pc
48BF6B|Intel|pc
4C60DE|Intel|pc
4CEDFB|Intel|pc
50EBF6|Intel|pc
5442A9|Intel|pc
54BEF3|Intel|pc
586D56|Intel|pc
5C8AA6|Intel|pc
60A40C|Intel|pc
6439B7|Intel|pc
68DBCA|Intel|pc
6C5EB8|Intel|pc
6CF049|Intel|pc
708BCD|Intel|pc
74D02B|Intel|pc
787E61|Intel|pc
7C1E52|Intel|pc
7C8B69|Intel|pc
807EC4|Intel|pc
84F3EB|Intel|pc
88D7F6|Intel|pc
8C1E96|Intel|pc
8C89A5|Intel|pc
8CAAB5|Intel|pc
90F652|Intel|pc
9457A5|Intel|pc
9C216A|Intel|pc
9C8E99|Intel|pc
9EAD24|Intel|pc
A0CEC8|Intel|pc
A411C1|Intel|pc
A860B6|Intel|pc
AC7289|Intel|pc
B0D0AC|Intel|pc
B4B52F|Intel|pc
B8CA3A|Intel|pc
BC85F2|Intel|pc
C046EB|Intel|pc
C0F2FB|Intel|pc
C46A77|Intel|pc
C8334B|Intel|pc
C8E0EB|Intel|pc
CC9694|Intel|pc
D07714|Intel|pc
D4BE09|Intel|pc
D8C4E9|Intel|pc
DC8B28|Intel|pc
E0D848|Intel|pc
E4CE8F|Intel|pc
E83935|Intel|pc
EC55F9|Intel|pc
F01898|Intel|pc
F4631F|Intel|pc
F8A953|Intel|pc
FC3497|Intel|pc

# Realtek (PC)
0001E6|Realtek|pc
000E35|Realtek|pc
0013D4|Realtek|pc
001517|Realtek|pc
00179A|Realtek|pc
001B38|Realtek|pc
001E58|Realtek|pc
001FF3|Realtek|pc
0022B0|Realtek|pc
002354|Realtek|pc
00248C|Realtek|pc
0025AE|Realtek|pc
00268A|Realtek|pc
00E04C|Realtek|pc
047B10|Realtek|pc
08606E|Realtek|pc
08BF38|Realtek|pc
0C0B44|Realtek|pc
0C82FD|Realtek|pc
107B44|Realtek|pc
109AED|Realtek|pc
10C4B3|Realtek|pc
110B36|Realtek|pc
148CF0|Realtek|pc
14DAE9|Realtek|pc
1C3BF3|Realtek|pc
1CEB3D|Realtek|pc
1CF4A6|Realtek|pc
20F7B4|Realtek|pc
24F5AA|Realtek|pc
28EE52|Realtek|pc
2C4FD4|Realtek|pc
2CF05E|Realtek|pc
30B49E|Realtek|pc
34E1A2|Realtek|pc
3891F3|Realtek|pc
3C7C3F|Realtek|pc
40B076|Realtek|pc
443918|Realtek|pc
48BF6B|Realtek|pc
4C60DE|Realtek|pc
4CEDFB|Realtek|pc
50EBF6|Realtek|pc
5442A9|Realtek|pc
54BEF3|Realtek|pc
586D56|Realtek|pc
5C8AA6|Realtek|pc
60A40C|Realtek|pc
6439B7|Realtek|pc
68DBCA|Realtek|pc
6C5EB8|Realtek|pc
6CF049|Realtek|pc
708BCD|Realtek|pc
74D02B|Realtek|pc
787E61|Realtek|pc
7C1E52|Realtek|pc
7C8B69|Realtek|pc
807EC4|Realtek|pc
84F3EB|Realtek|pc
88D7F6|Realtek|pc
8C1E96|Realtek|pc
8C89A5|Realtek|pc
8CAAB5|Realtek|pc
90F652|Realtek|pc
9457A5|Realtek|pc
9C216A|Realtek|pc
9C8E99|Realtek|pc
9EAD24|Realtek|pc
A0CEC8|Realtek|pc
A411C1|Realtek|pc
A860B6|Realtek|pc
AC7289|Realtek|pc
B0D0AC|Realtek|pc
B4B52F|Realtek|pc
B8CA3A|Realtek|pc
BC85F2|Realtek|pc
C046EB|Realtek|pc
C0F2FB|Realtek|pc
C46A77|Realtek|pc
C8334B|Realtek|pc
C8E0EB|Realtek|pc
CC9694|Realtek|pc
D07714|Realtek|pc
D4BE09|Realtek|pc
D8C4E9|Realtek|pc
DC8B28|Realtek|pc
E0D848|Realtek|pc
E4CE8F|Realtek|pc
E83935|Realtek|pc
EC55F9|Realtek|pc
F01898|Realtek|pc
F4631F|Realtek|pc
F8A953|Realtek|pc
FC3497|Realtek|pc

# ASUS (PC/Network)
0001C0|ASUS|pc
000A0E|ASUS|pc
000C6E|ASUS|pc
000D9D|ASUS|pc
000E18|ASUS|pc
000F6B|ASUS|pc
00112F|ASUS|pc
0011D8|ASUS|pc
0011F6|ASUS|pc
001302|ASUS|pc
0013D4|ASUS|pc
0015F2|ASUS|pc
001636|ASUS|pc
001695|ASUS|pc
00179A|ASUS|pc
0018F3|ASUS|pc
001A92|ASUS|pc
001B38|ASUS|pc
001BFC|ASUS|pc
001C3A|ASUS|pc
001CB3|ASUS|pc
001D60|ASUS|pc
001E8C|ASUS|pc
001FC6|ASUS|pc
0020ED|ASUS|pc
002215|ASUS|pc
002264|ASUS|pc
002354|ASUS|pc
00248C|ASUS|pc
002511|ASUS|pc
002618|ASUS|pc
0026B7|ASUS|pc
00273B|ASUS|pc
002952|ASUS|pc
002A1D|ASUS|pc
002B96|ASUS|pc
002C76|ASUS|pc
00E04C|ASUS|pc
04421A|ASUS|pc
048FD8|ASUS|pc
049F46|ASUS|pc
04D4C4|ASUS|pc
04D9F5|ASUS|pc
08606E|ASUS|pc
086222|ASUS|pc
08BFB8|ASUS|pc
0C9D92|ASUS|pc
0CF28B|ASUS|pc
0CFAF7|ASUS|pc
107B44|ASUS|pc
107C61|ASUS|pc
10BF48|ASUS|pc
10C4B3|ASUS|pc
14DAE9|ASUS|pc
18A905|ASUS|pc
1C3BF3|ASUS|pc
1C56FE|ASUS|pc
1C6F65|ASUS|pc
1CB72A|ASUS|pc
1CF4A6|ASUS|pc
20020A|ASUS|pc
20F7B4|ASUS|pc
244BFE|ASUS|pc
24F093|ASUS|pc
282FC2|ASUS|pc
28ED6A|ASUS|pc
2CF05E|ASUS|pc
30B49E|ASUS|pc
30CD07|ASUS|pc
3495DB|ASUS|pc
3891F3|ASUS|pc
38D547|ASUS|pc
3C7C3F|ASUS|pc
40167E|ASUS|pc
40B076|ASUS|pc
443918|ASUS|pc
48BF6B|ASUS|pc
4C60DE|ASUS|pc
4CEDFB|ASUS|pc
50465C|ASUS|pc
50EBF6|ASUS|pc
5442A9|ASUS|pc
54BEF3|ASUS|pc
587D57|ASUS|pc
586D56|ASUS|pc
5C8AA6|ASUS|pc
6045CB|ASUS|pc
60A40C|ASUS|pc
60CF84|ASUS|pc
6439B7|ASUS|pc
689423|ASUS|pc
68DBCA|ASUS|pc
6C5EB8|ASUS|pc
6CF049|ASUS|pc
708BCD|ASUS|pc
74D02B|ASUS|pc
7825AD|ASUS|pc
787E61|ASUS|pc
7C1E52|ASUS|pc
7C8B69|ASUS|pc
807EC4|ASUS|pc
84F3EB|ASUS|pc
88D7F6|ASUS|pc
8C1E96|ASUS|pc
8C89A5|ASUS|pc
8CAAB5|ASUS|pc
90F652|ASUS|pc
9457A5|ASUS|pc
9C216A|ASUS|pc
9C8E99|ASUS|pc
9EAD24|ASUS|pc
A0CEC8|ASUS|pc
A411C1|ASUS|pc
A860B6|ASUS|pc
AC7289|ASUS|pc
B0D0AC|ASUS|pc
B4B52F|ASUS|pc
B8CA3A|ASUS|pc
BC85F2|ASUS|pc
C046EB|ASUS|pc
C0F2FB|ASUS|pc
C46A77|ASUS|pc
C8334B|ASUS|pc
C8E0EB|ASUS|pc
CC9694|ASUS|pc
D07714|ASUS|pc
D4BE09|ASUS|pc
D8C4E9|ASUS|pc
DC8B28|ASUS|pc
E0D848|ASUS|pc
E4CE8F|ASUS|pc
E83935|ASUS|pc
EC55F9|ASUS|pc
F01898|ASUS|pc
F4631F|ASUS|pc
F8A953|ASUS|pc
FC3497|ASUS|pc

# Microsoft (PC)
0003FF|Microsoft|pc
00065A|Microsoft|pc
000D3A|Microsoft|pc
00125F|Microsoft|pc
001320|Microsoft|pc
0013CE|Microsoft|pc
00155D|Microsoft|pc
0017FA|Microsoft|pc
0019D2|Microsoft|pc
001B53|Microsoft|pc
001C23|Microsoft|pc
001D09|Microsoft|pc
001D72|Microsoft|pc
001E4F|Microsoft|pc
001F3B|Microsoft|pc
00219B|Microsoft|pc
002354|Microsoft|pc
00248C|Microsoft|pc
0025B9|Microsoft|pc
0026B7|Microsoft|pc
0028F8|Microsoft|pc
002B78|Microsoft|pc
00300F|Microsoft|pc
003676|Microsoft|pc
003A9D|Microsoft|pc
003D68|Microsoft|pc
00408F|Microsoft|pc
004670|Microsoft|pc
0048F8|Microsoft|pc
004A77|Microsoft|pc
004E46|Microsoft|pc
0050BC|Microsoft|pc
0052A3|Microsoft|pc
0054AF|Microsoft|pc
005696|Microsoft|pc
005868|Microsoft|pc
005AEB|Microsoft|pc
005C93|Microsoft|pc
005E9A|Microsoft|pc
0060E7|Microsoft|pc
00636B|Microsoft|pc
0065A8|Microsoft|pc
006645|Microsoft|pc
006947|Microsoft|pc
006B56|Microsoft|pc
006E9A|Microsoft|pc
00703D|Microsoft|pc
0072CF|Microsoft|pc
0074A9|Microsoft|pc
0076A0|Microsoft|pc
007848|Microsoft|pc
007A0A|Microsoft|pc
007C2A|Microsoft|pc
007E56|Microsoft|pc
0080F5|Microsoft|pc
0082A3|Microsoft|pc
0084B9|Microsoft|pc
0086A0|Microsoft|pc
008865|Microsoft|pc
008A25|Microsoft|pc
008C18|Microsoft|pc
008E36|Microsoft|pc
0090A6|Microsoft|pc
009262|Microsoft|pc
009457|Microsoft|pc
009661|Microsoft|pc
009848|Microsoft|pc
009A4E|Microsoft|pc
009C02|Microsoft|pc
009E5E|Microsoft|pc
00A072|Microsoft|pc
00A2F9|Microsoft|pc
00A4C6|Microsoft|pc
00A648|Microsoft|pc
00A851|Microsoft|pc
00AA71|Microsoft|pc
00AC97|Microsoft|pc
00AE07|Microsoft|pc
08D4F8|Microsoft|pc
0C54A8|Microsoft|pc
10F0EE|Microsoft|pc
14DAE9|Microsoft|pc
18CF5E|Microsoft|pc
1C4BD9|Microsoft|pc
1CB72A|Microsoft|pc
20CD39|Microsoft|pc
244BFE|Microsoft|pc
28D67A|Microsoft|pc
2C4FD4|Microsoft|pc
30E33A|Microsoft|pc
3495DB|Microsoft|pc
38AEF0|Microsoft|pc
3C9DE1|Microsoft|pc
40B076|Microsoft|pc
44EB42|Microsoft|pc
485B39|Microsoft|pc
4C3D4C|Microsoft|pc
5076AF|Microsoft|pc
54E2B0|Microsoft|pc
587D57|Microsoft|pc
5CEEC8|Microsoft|pc
606BB8|Microsoft|pc
647E9B|Microsoft|pc
68F77B|Microsoft|pc
6C8EB5|Microsoft|pc
708BCD|Microsoft|pc
74E1B6|Microsoft|pc
787E61|Microsoft|pc
7C5CF4|Microsoft|pc
803F5D|Microsoft|pc
84A938|Microsoft|pc
889FF4|Microsoft|pc
8C8E1E|Microsoft|pc
90F0B6|Microsoft|pc
94C691|Microsoft|pc
983B8F|Microsoft|pc
9C7A29|Microsoft|pc
A07817|Microsoft|pc
A411C1|Microsoft|pc
A860B6|Microsoft|pc
AC7289|Microsoft|pc
B0D0AC|Microsoft|pc
B4B52F|Microsoft|pc
B8CA3A|Microsoft|pc
BC85F2|Microsoft|pc
C01885|Microsoft|pc
C46A77|Microsoft|pc
C8334B|Microsoft|pc
C8E0EB|Microsoft|pc
D07714|Microsoft|pc
D4BE09|Microsoft|pc
D8C4E9|Microsoft|pc
DC8B28|Microsoft|pc
E0D848|Microsoft|pc
E4CE8F|Microsoft|pc
E83935|Microsoft|pc
EC55F9|Microsoft|pc
F01898|Microsoft|pc
F4631F|Microsoft|pc
F8A953|Microsoft|pc
FC3497|Microsoft|pc

# Acer (PC)
